"Sitio",Región,Referencia,Latitud,Longitud,Cacicazgos,Formativo,Colonial,Paleoindio,Republicano,Total,Fechas
"Marabales","","Chacín Lara, Regina, 1991",3.731319,-75.640939,0,0,0,0,0,0,
"La Ribera","","Chacín Lara, Regina, 1991",3.738019,-75.6727,0,0,0,0,0,0,
"Berlín","","Chacín Lara, Regina, 1991",3.73505,-75.677111,0,0,0,0,0,0,
"Corte I","","Llanos, Juan M., 2004",3.934811,-75.07325,0,0,0,0,0,0,
"Corte II","","Llanos, Juan M., 2004",3.936019,-75.07235,0,0,0,0,0,0,
"Corte III","","Llanos, Juan M., 2004",3.935819,-75.07215,0,0,0,0,0,0,
"Aguazuque 1","","Correal Urrego, Gonzalo, 1989",4.60345,-74.278058,0,0,0,0,0,0,
"Corte IV","","Llanos, Juan M., 2004",3.936319,-75.07205,0,0,0,0,0,0,
"Tibitó 1","","Correal Urrego, Gonzalo, 1981",4.978428,-73.962183,0,0,0,0,0,0,
"Zipacón I","","Correal Urrego, Gonzalo y María Pinto Nolla, 1983",4.778167,-74.353375,0,0,0,0,0,0,
"San Carlos","","McBride, John, 1996",4.820194,-74.114258,0,0,0,0,0,0,
"Corte I - Yacimiento 01","","Bonilla Useche, Martha J., 1997",3.584211,-75.103289,0,0,0,0,0,0,
"Cortes II - IV - Yacimiento 04","","Bonilla Useche, Martha J., 1997",3.583381,-75.103289,0,0,0,0,0,0,
"SUA II - Cortes I - III","","Torres Salgado, Luis A., 1988",4.216711,-74.797369,0,0,0,0,0,0,
"SUA III","","Torres Salgado, Luis A., 1988",4.190231,-74.799189,0,0,0,0,0,0,
"SUA I","","Torres Salgado, Luis A., 1988",4.262761,-74.751639,0,0,0,0,0,0,
"Corte I - Yacimiento 008","","Ramírez Jauregui, Daniel A., 1996",4.524919,-75.305039,0,0,0,0,0,0,
"Corte II - Yacimiento 010","","Ramírez Jauregui, Daniel A., 1996",4.495539,-75.294289,0,0,0,0,0,0,
"Corte III - Yacimiento 010","","Ramírez Jauregui, Daniel A., 1996",4.491131,-75.29385,0,0,0,0,0,0,
"Gualí II - Cortes I y II","","Díaz Ortiz, Juan M., 2005",5.23,-74.773611,0,0,0,0,0,0,
"Gualí III","","Díaz Ortiz, Juan M., 2005",5.225833,-74.764444,0,0,0,0,0,0,
"Gualí IV - Cortes I y II","","Díaz Ortiz, Juan M., 2005",5.223056,-74.762222,0,0,0,0,0,0,
"Gualí VII","","Díaz Ortiz, Juan M., 2005",5.23,-74.758889,0,0,0,0,0,0,
"Hacienda San Germán","","Cadavid Camargo, Gilberto, 1970",5.153708,-74.729789,0,0,0,0,0,0,
"Hacienda Calzón de Oro","","Cadavid Camargo, Gilberto, 1970",5.13695,-74.733558,0,0,0,0,0,0,
"Laguna de Guatavita","","Botero García, Juan F., 2006",4.930553,-73.844217,0,0,0,0,0,0,
"H1","","Navas Camacho, Leonardo, 2006",4.616875,-74.283431,0,0,0,0,0,0,
"Galindo I","","Pinto Nolla, María, 1991",4.711161,-74.304519,0,0,0,0,0,0,
"Plazuela de Cubia","","Palacios, María V., 1972",4.705261,-74.333883,0,0,0,0,0,0,
"Pozo Aguas Calientes","","Londoño, Mauricio , 1973",4.875,-73.858333,0,0,0,0,0,0,
"Funza","","Kruschek, Michael H. , 2003",4.712833,-74.210278,0,0,0,0,0,0,
"Hacienda San Rafael","","Therrien, Monika y Álvaro Botiva Contreras, 1993",4.711003,-73.984444,0,0,0,0,0,0,
"Colina de Sal",""," Camacho Trujillo, Sandra E., 2004",5.066742,-73.879117,0,0,0,0,0,0,
"Neusa","","Rivera, Sergio, 1991",5.159078,-73.974125,0,0,0,0,0,0,
"El Perico","","Cifuentes Toro, Arturo, 1992",5.27195,-74.757386,0,0,0,0,0,0,
"Arrancaplumas","","Cifuentes Toro, Arturo, 1992",5.191569,-74.742222,0,0,0,0,0,0,
"Petroglifos","","Cifuentes Toro, Arturo, 1992",5.270861,-74.740381,0,0,0,0,0,0,
"La Ramada","","Broadbent, Sylvia, 1974",4.700483,-74.195517,0,0,0,0,0,0,
"Tominé. Estructura 1, 2","","Broadbent, Sylvia, 1965",4.95,-73.863889,0,0,0,0,0,0,
"Moravia","","Gutiérrez, Sylvia de y Lieselotte de García, 1978",4.882261,-74.339617,0,0,0,0,0,0,
"Tequendama 1 y 2","","Van Der Hammen, Thomas y Gonzalo Correal Urrego, 1977",4.538742,-74.280939,0,0,0,0,0,0,
"El Abra","","Van Der Hammen,Thomas, Elizabeth J. Schereve, Gerard F. Ijzereef y Gonzalo Correal Urrego, 1978",5.022064,-73.938272,0,0,0,0,0,0,
"Zeus 1 (821 msnm)","","Hernández Bacca, Judith, 2007",5.779667,-74.330806,0,0,0,0,0,0,
"Costa Rica. Sitio No 1","","Herrera, Luisa F., 1972",4.235111,-74.247328,0,0,0,0,0,0,
"Pasca","","Herrera, Luisa F., 1973",4.311931,-74.300031,0,0,0,0,0,0,
"K.15+166 a K.18+200","","Chacín Lara, Regina, 2001",5.215944,-74.611806,0,0,0,0,0,0,
"EMPUCOL","","Argüello García, Pedro M., Juan C. Rodríguez Tovar y Jorge E. Tovar Torres, 2001",4.591731,-74.451253,0,0,0,0,0,0,
"El infiernito","","Silva Celis, Eliécer, 1979",5.647397,-73.558725,0,0,0,0,0,0,
"Itzamaná","","Flórez Fuya, Franz, 1998",5.602653,-72.98,0,0,0,0,0,0,
"Pozo de Donato","","Castillo Espitia, Neyla, 1979",5.551194,-73.354508,0,0,0,0,0,0,
"Templo de Goranchacha","","Hernández de Alba, Gregorio, 1937",5.552106,-73.357667,0,0,0,0,0,0,
"El Establo- Universidad UPTC","","Pradilla Rueda, Helena, 1991",5.551969,-73.358328,0,0,0,0,0,0,
"Pk 63+350 al 63+448","","Rodríguez Ramírez, Camilo, 1999",5.782778,-73.059528,0,0,0,0,0,0,
"Yacimiento rupestre de Sáchica","","Martínez Celis, Diego, 2003",5.583844,-73.5173,0,0,0,0,0,0,
"Alto de Cubia","","Uprimny, Elena , 1969",4.704397,-74.333347,0,0,0,0,0,0,
"Pictografía 1","","Rodríguez, Elkin y Lenin Pescador, 2004",4.635142,-74.268453,0,0,0,0,0,0,
"El Hato (Ha 3)","","Bernal Ruiz, Fernando , 1990",4.709292,-74.187136,0,0,0,0,0,0,
"El Hato (Ha 2)","","Bernal Ruiz, Fernando , 1990",4.714533,-74.184706,0,0,0,0,0,0,
"El Hato (Ha 1)","","Bernal Ruiz, Fernando , 1990",4.717125,-74.185719,0,0,0,0,0,0,
"Parque Industrial San Carlos","","Romano, Francisco , 2003",4.706319,-74.154661,0,0,0,0,0,0,
"Chia I","","Ardila Calderón, Gerardo I., 1984",4.882458,-74.013192,0,0,0,0,0,0,
"Nemocón 4","","Correal Urrego, Gonzalo, 1979",5.142689,-73.868239,0,0,0,0,0,0,
"Sueva I","","Correal Urrego, Gonzalo, 1979",4.75,-73.666667,0,0,0,0,0,0,
"La Loma","","García, Lieselotte de y Sylvia de Gutiérrez, 1983",4.797192,-74.289294,0,0,0,0,0,0,
"Quebraditas","","García, Lieselotte de y Sylvia de Gutiérrez, 1983",5.015278,-73.966111,0,0,0,0,0,0,
"Hacienda Altamira","","Goez, Ramón C., 1936",4.934258,-73.944767,0,0,0,0,0,0,
"Mogua I, II","","Gutiérrez Olano, Javier , 2000",5.090833,-73.843611,0,0,0,0,0,0,
"Rasgatá I","","Gutiérrez Olano, Javier , 2000",5.138333,-73.874444,0,0,0,0,0,0,
"Facatativá","","Haury, Emil W. y Julio C. Cubillos, 1953",4.815833,-74.345833,0,0,0,0,0,0,
"Punto de hallazgo 1","","Bonilla Useche, Martha J., 2003",4.684528,-74.276278,0,0,0,0,0,0,
"Punto de hallazgo 3","","Bonilla Useche, Martha J., 2003",4.689861,-74.26975,0,0,0,0,0,0,
"Punto de hallazgo 5","","Bonilla Useche, Martha J., 2003",4.689417,-74.270028,0,0,0,0,0,0,
"Punto de hallazgo 4","","Bonilla Useche, Martha J., 2003",4.691889,-74.268028,0,0,0,0,0,0,
"Punto de hallazgo 7","","Bonilla Useche, Martha J., 2003",4.683917,-74.274889,0,0,0,0,0,0,
"Punto de hallazgo 8","","Bonilla Useche, Martha J., 2003",4.684778,-74.279278,0,0,0,0,0,0,
"Punto de hallazgo 9","","Bonilla Useche, Martha J., 2003",4.697806,-74.27825,0,0,0,0,0,0,
"Punto de hallazgo 10","","Bonilla Useche, Martha J., 2003",4.684028,-74.279056,0,0,0,0,0,0,
"Punto de hallazgo 11","","Bonilla Useche, Martha J., 2003",4.692139,-74.282056,0,0,0,0,0,0,
"Punto de hallazgo 13","","Bonilla Useche, Martha J., 2003",4.693056,-74.279278,0,0,0,0,0,0,
"Punto de hallazgo 14","","Bonilla Useche, Martha J., 2003",4.689889,-74.280722,0,0,0,0,0,0,
"Usca 1","","Bonilla Useche, Martha J., 2003",4.691778,-74.268417,0,0,0,0,0,0,
"Usca 2","","Bonilla Useche, Martha J., 2003",4.692056,-74.267556,0,0,0,0,0,0,
"Usca 3","","Bonilla Useche, Martha J., 2003",4.691917,-74.267194,0,0,0,0,0,0,
"Usca 4","","Bonilla Useche, Martha J., 2003",4.692167,-74.267306,0,0,0,0,0,0,
"Mondoñedo 1","","Bonilla Useche, Martha J., 2003",4.682056,-74.261778,0,0,0,0,0,0,
"Mondoñedo 2","","Bonilla Useche, Martha J., 2003",4.681222,-74.26175,0,0,0,0,0,0,
"Pozo Cristal 1","","Zuluaga Castro, Jorge E., 2006",3.555156,-73.947306,0,0,0,0,0,0,
"Area de exploración Chiguiro","","Tovar Torres, Jorge E., 2008",3.683333,-73.693611,0,0,0,0,0,0,
"Pueblo Viejo 1","","Haury, Emil W. y Julio C. Cubillos, 1953",4.810144,-74.393864,0,0,0,0,0,0,
"Oleoducto Rubiales , PK233+00","","Vivas Salamanca, Angélica, 2009",3.083333,-71.091667,0,0,0,0,0,0,
"Gachiná","","Haury, Emil W. y Julio C. Cubillos, 1953",4.983558,-73.874778,0,0,0,0,0,0,
"Guaduero","","Hernández, Cecilia de , 1989",5.192628,-74.579569,0,0,0,0,0,0,
"Arboloco","","Pérez Riaño, Pablo F., 1999",6.163889,-72.483,0,0,0,0,0,0,
"Piedralarga","","Pérez Riaño, Pablo F., 1999",6.170833,-72.491111,0,0,0,0,0,0,
"La Rinconada","","Pérez Riaño, Pablo F., 1999",6.209722,-72.633436,0,0,0,0,0,0,
"El Cementerio","","Pérez Riaño, Pablo F., 1999",6.176194,-72.550042,0,0,0,0,0,0,
"Hacienda Guayaquil","","Álvarez Jimenez, Alejandra, 2009",4.184742,-74.450203,0,0,0,0,0,0,
"Turmeque 1","","Lleras Pérez, Roberto, 1989",5.329533,-73.5,0,0,0,0,0,0,
"Turmeque 2","","Lleras Pérez, Roberto, 1989",5.3,-73.5,0,0,0,0,0,0,
"Turmeque 3","","Lleras Pérez, Roberto, 1989",5.333333,-73.483333,0,0,0,0,0,0,
"Turmeque 4","","Lleras Pérez, Roberto, 1989",5.35,-73.483333,0,0,0,0,0,0,
"Turmeque 5","","Lleras Pérez, Roberto, 1989",5.316667,-73.481944,0,0,0,0,0,0,
"Río Negro","","Fajardo Bernal, Sebastián y Diana C. Villada Cardozo, 2007",4.149444,-72.966389,0,0,0,0,0,0,
"Bloque Ombú Sur Durillo","","Rey Morales, Fabio F., 2009",7.3925,-74.867222,0,0,0,0,0,0,
"Nuevo Colon 1","","Lleras Pérez, Roberto, 1989",5.35,-73.458333,0,0,0,0,0,0,
"Nuevo Colon 2","","Lleras Pérez, Roberto, 1989",5.341667,-73.436111,0,0,0,0,0,0,
"Nuevo Colon 3","","Lleras Pérez, Roberto, 1989",5.366667,-73.461111,0,0,0,0,0,0,
"Tibaná 1","","Lleras Pérez, Roberto, 1989",5.330556,-73.433333,0,0,0,0,0,0,
"Tibaná 2","","Lleras Pérez, Roberto, 1989",5.325,-73.45,0,0,0,0,0,0,
"Tibaná 3","","Lleras Pérez, Roberto, 1989",5.333333,-73.4,0,0,0,0,0,0,
"Tibaná 4","","Lleras Pérez, Roberto, 1989",5.3,-73.438889,0,0,0,0,0,0,
"Tibaná 5","","Lleras Pérez, Roberto, 1989",5.298611,-73.433333,0,0,0,0,0,0,
"Tibaná 6","","Lleras Pérez, Roberto, 1989",5.283333,-73.447222,0,0,0,0,0,0,
"Tibaná 7","","Lleras Pérez, Roberto, 1989",5.315278,-73.430556,0,0,0,0,0,0,
"Umbita 1","","Lleras Pérez, Roberto, 1989",5.233333,-73.483333,0,0,0,0,0,0,
"Jenesano 2","","Lleras Pérez, Roberto, 1989",5.366667,-73.391667,0,0,0,0,0,0,
"Jenesano 1","","Lleras Pérez, Roberto, 1989",5.381944,-73.383333,0,0,0,0,0,0,
"Boyacá 1","","Lleras Pérez, Roberto, 1989",5.438889,-73.415278,0,0,0,0,0,0,
"Oleuducto Apiay- Porvenir- Sitio 1","","Vivas Salamanca, Angelica, 2008",4.435556,-72.933333,0,0,0,0,0,0,
"Boyacá 2","","Lleras Pérez, Roberto, 1989",5.433333,-73.397222,0,0,0,0,0,0,
"Cienaga 1","","Lleras Pérez, Roberto, 1989",5.397222,-73.316667,0,0,0,0,0,0,
"Viracacha 1","","Lleras Pérez, Roberto, 1989",5.433333,-73.3,0,0,0,0,0,0,
"Ramiriquí 2","","Lleras Pérez, Roberto, 1989",5.416667,-73.330556,0,0,0,0,0,0,
"Ramiriquí 3","","Lleras Pérez, Roberto, 1989",5.415278,-73.333333,0,0,0,0,0,0,
"Ramiriquí 4","","Lleras Pérez, Roberto, 1989",5.366667,-73.363889,0,0,0,0,0,0,
"Pozo Reto 1","","Rey Morales, Fernando F., 2007",3.179011,-72.658753,0,0,0,0,0,0,
"Perforación Rodamonte- cedrito","","Pinto Moreno, Oscar A., 2010",3.319444,-73.213889,0,0,0,0,0,0,
"Perforación Rodamonte- Cedrito","","Pinto Moreno, Oscar A., 2010",3.308333,-73.208333,0,0,0,0,0,0,
"Perforación Rodamonte- Cedrito","","Pinto Moreno, Oscar A., 2010",3.352222,-73.191667,0,0,0,0,0,0,
"Perforación Rodamonte- Cedrito","","Pinto Moreno, Oscar A., 2010",3.242778,-73.316389,0,0,0,0,0,0,
"Sitio Río Upía- Oleoducto Apiay- Porvenir","","Fajardo Bernal, Sebastian, 2010",10.1775,-73.265833,0,0,0,0,0,0,
"Bloque Sabanero- Comunidad San Rafael","","Barranco Sánchez, José F., 2009",4.181389,-71.3875,0,0,0,0,0,0,
"Bloque Sabanero- Guacamonte o San Andres","","Barranco Sánchez, José F., 2009",4.197778,-71.3625,0,0,0,0,0,0,
"Bloque Sabanero-Asentamiento San Pablo","","Barranco Sánchez, José F., 2009",4.210278,-71.364167,0,0,0,0,0,0,
"Bloque Sabanero-Comunidad de Vistahermosa","","Barranco Sánchez, José F., 2009",4.254167,-71.320556,0,0,0,0,0,0,
"Bloque Sabanero- Comunidad Mi Llanura","","Barranco Sánchez, José F., 2009",4.223333,-71.324722,0,0,0,0,0,0,
"Bloque Sabanero-Asentamiento de La Florida","","Barranco Sánchez, José F., 2009",4.267778,-71.247778,0,0,0,0,0,0,
"Bloque Sabanero-Comunidad Los Olivos","","Barranco Sánchez, José F., 2009",4.236389,-71.245,0,0,0,0,0,0,
"Bloque Sabanero - Asentamiento Antiguo La Esperanza","","Barranco Sánchez, José F., 2009",4.204722,-71.302222,0,0,0,0,0,0,
"Bloque Sabanero - Asentamiento Buena Vista ","","Barranco Sánchez, José F., 2009",4.171389,-71.366944,0,0,0,0,0,0,
"Bloque Sabanero - Comunidad de Choroló ","","Barranco Sánchez, José F., 2009",4.148611,-71.35,0,0,0,0,0,0,
"BLoque Sabanero - Comunidad de Mangal","","Barranco Sánchez, José F., 2009",4.138333,-71.333333,0,0,0,0,0,0,
"Bloque Sabanero - Comunidad de Wichiral","","Barranco Sánchez, José F., 2009",4.115833,-71.309722,0,0,0,0,0,0,
"Sector 2- Oleoducto Apiay","","Chacín Lara, Regina y Martha J. Bonilla Useche, 2010",4.685833,-73.046111,0,0,0,0,0,0,
"Acacías  Zona 4","","Mora Camargo, Santiago e Inés Cavelier, 1983",3.942778,-73.67,0,0,0,0,0,0,
"zona 3B","","Mora Camargo, Santiago e Inés Cavelier, 1983",3.000833,-71.921944,0,0,0,0,0,0,
"Zona 2","","Castillo Espitia, Neyla , 1984",5.534789,-73.364167,0,0,0,0,0,0,
"Zona 3","","Castillo Espitia, Neyla , 1984",5.535733,-73.358333,0,0,0,0,0,0,
"Zona 4","","Castillo Espitia, Neyla , 1984",5.549167,-73.339906,0,0,0,0,0,0,
"El Naranjo. Río Orotoy. S51 - S52 ","","Mackenzie, Miguel A., 2002",5.876389,-73.545833,0,0,0,0,0,0,
"Río Acacias. S 43 - S 44 ","","Mackenzie, Miguel A., 2002",3.902778,-73.566711,0,0,0,0,0,0,
"Río Acacias. S 36 - S 37 ","","Mackenzie, Miguel A., 2002",3.930278,-73.539722,0,0,0,0,0,0,
"Río Guayuriba. S 11 - S13 ","","Mackenzie, Miguel A., 2002",4.02,-73.54,0,0,0,0,0,0,
"Puerto Santander","","Mora, Santiago y Elizabeth López, 1990",3.370106,-73.849233,0,0,0,0,0,0,
"Bloque Macarena- ARQ 1","","Rozo, Claudia y Carlos Acosta, 2006",3.468056,-73.903333,0,0,0,0,0,0,
"Bloque Macarena- ARQ 2","","Rozo, Claudia y Carlos Acosta, 2006",3.460833,-73.898889,0,0,0,0,0,0,
"Bloque Macarena- ARQ 3","","Rozo, Claudia y Carlos Acosta, 2006",3.473889,-73.921944,0,0,0,0,0,0,
"Bloque Macarena- ARQ 4","","Rozo, Claudia y Carlos Acosta, 2006",3.3425,-73.8325,0,0,0,0,0,0,
"Bloque Macarena- ARQ 5","","Rozo, Claudia y Carlos Acosta, 2006",3.555278,-74.003611,0,0,0,0,0,0,
"Bloque Caño Sur- Sector Granada, ARQ 6","","Rozo, Claudia y Carlos Acosta, 2006",3.457222,-73.766944,0,0,0,0,0,0,
"Bloque Caño Sur- Sector Granada, ARQ 7","","Rozo, Claudia y Carlos Acosta, 2006",3.445,-73.745556,0,0,0,0,0,0,
"El Encanto","","Pérez Riaño, Pablo F., 2002",3.366667,-73.546389,0,0,0,0,0,0,
"El Trapiche","","Pérez Riaño, Pablo F., 2002",3.415556,-73.695556,0,0,0,0,0,0,
"Puerto Rojo","","Pérez Riaño, Pablo F., 2002",3.381667,-73.589167,0,0,0,0,0,0,
"El Porvenir","","Pérez Riaño, Pablo F., 2002",3.442222,-73.859167,0,0,0,0,0,0,
"Las Damas","","Pérez Riaño, Pablo F., 2002",3.4575,-75.858889,0,0,0,0,0,0,
"Pedro Ostos","","Pérez Riaño, Pablo F., 2002",3.448333,-73.836389,0,0,0,0,0,0,
"La Mita","","Pérez Riaño, Pablo F., 2002",3.466389,-73.845556,0,0,0,0,0,0,
"El Topacio","","Pérez Riaño, Pablo F., 2002",3.483611,-73.928056,0,0,0,0,0,0,
"El Maraco","","Pérez Riaño, Pablo F., 2002",3.446944,-73.901111,0,0,0,0,0,0,
"La Argentina","","Pérez Riaño, Pablo F., 2002",3.480278,-73.905556,0,0,0,0,0,0,
"Granada - Puerto Caldas","","Morey, Robert V., 1976",3.333333,-73.833333,0,0,0,0,0,0,
"Las Palmeras","","Pérez Riaño, Pablo F., 2002",3.440833,-73.903889,0,0,0,0,0,0,
"Llano Grande","","Pérez Riaño, Pablo F., 2002",3.432222,-73.859167,0,0,0,0,0,0,
"Iscala","","González Fernández, Víctor, 1993",7.5,-72.583333,0,0,0,0,0,0,
"Costa Rica","","Caro Cubillos, Bibiana, 2005",3.461389,-73.903611,0,0,0,0,0,0,
"Aguas Claras","","Moreno Romero, Marisol y Ricardo Riaño Cárdenas, 1998",3.526667,-73.773056,0,0,0,0,0,0,
"Pepemuya - Cunimía","","Mora, Santiago e Inés Cavelier , 1989",3.357222,-73.961111,0,0,0,0,0,0,
"Cejalito","","Reichel Dolmatoff, Gerardo y Alicia Dussan de Reichel, 1974",3.683333,-73.683333,0,0,0,0,0,0,
"Quinini 1","","Arango de Gómez, Juanita, 1974",4.331667,-74.501111,0,0,0,0,0,0,
"Quinini 2","","Arango de Gómez, Juanita, 1974",4.607475,-74.277936,0,0,0,0,0,0,
"Sasaima 1","","Arango de Gómez, Juanita, 1974",4.951389,-74.4375,0,0,0,0,0,0,
"Mata Negra","","Tovar Torres, Jorge E., 2008",5.669,-71.116,0,0,0,0,0,0,
"El Mangón de Caño limón","","Tovar Torres, Jorge E., 2008",5.714,-71.144,0,0,0,0,0,0,
"Trompillo","","Tovar Torres, Jorge E., 2008",5.698,-71.144,0,0,0,0,0,0,
"Jamaica","","Tovar Torres, Jorge E., 2008",5.664,-70.917,0,0,0,0,0,0,
"Monte Chigüiro","","Tovar Torres, Jorge E., 2008",5.634,-71.205,0,0,0,0,0,0,
"Atamaica","","Tovar Torres, Jorge E., 2008",5.458,-71.069,0,0,0,0,0,0,
"El Socorro","","Tovar Torres, Jorge E., 2008",5.537,-71.052,0,0,0,0,0,0,
"Buenavista","","Tovar Torres, Jorge E., 2008",5.434,-70.976,0,0,0,0,0,0,
"Puerto Bogotá","","Hernández, Cecilia de, 1979",5.210492,-74.727972,0,0,0,0,0,0,
"Cosecha Y","","Hernández Bacca, Judith, 2008",6.767778,-71.251944,0,0,0,0,0,0,
"Pueblo Viejo","","Silva Celis, Eliécer , 1945",6.1525,-72.548333,0,0,0,0,0,0,
"HAC -I","","Brouillard, Gary L., 1973",1.6175,-75.6175,0,0,0,0,0,0,
"HAC-2","","Brouillard, Gary L., 1973",1.6175,-75.617778,0,0,0,0,0,0,
"HAC-3","","Brouillard, Gary L., 1973",1.6175,-75.618056,0,0,0,0,0,0,
"HAC-4","","Brouillard, Gary L., 1973",1.6175,-75.618333,0,0,0,0,0,0,
"HAC-5","","Brouillard, Gary L., 1973",1.6175,-75.618611,0,0,0,0,0,0,
"FRAG 1","","Brouillard, Gary L., 1973",1.3277,-75.968267,0,0,0,0,0,0,
"ORT-I","","Brouillard, Gary L., 1973",1.133069,-75.412442,0,0,0,0,0,0,
"Valles de Fuquene y Susa","","Langebaek Rueda, Carl H., 1995",5.410006,-73.782372,0,0,0,0,0,0,
"Caricare","","Hernández Bacca, Judith, 2007",6.736944,-71.323056,0,0,0,0,0,0,
"ORT-2","","Brouillard, Gary L., 1973",1.095614,-75.392242,0,0,0,0,0,0,
"PEN-I","","Brouillard, Gary L., 1973",0.914694,-75.216153,0,0,0,0,0,0,
"CAQ-I","","Brouillard, Gary L., 1973",0.714722,-75.248611,0,0,0,0,0,0,
"CAQ-2","","Brouillard, Gary L., 1973",0.879892,-75.62155,0,0,0,0,0,0,
"CAQ-3","","Brouillard, Gary L., 1973",0.882778,-75.637833,0,0,0,0,0,0,
"CAQ-4","","Brouillard, Gary L., 1973",0.988889,-75.916667,0,0,0,0,0,0,
"Morroseco","","Herrera Velásquez, Diana P. y Orlando Cifuentes Rincón, 1997",2.001419,-74.974536,0,0,0,0,0,0,
"Finca Rogelio Falla","","Herrera Velásquez, Diana P. y Orlando Cifuentes Rincón, 1997",2.007758,-74.959261,0,0,0,0,0,0,
"Finca Everth Lomelin","","Herrera Velásquez, Diana P. y Orlando Cifuentes Rincón, 1997",2.000664,-74.985358,0,0,0,0,0,0,
"El APE Mago Norte- Sector 6","","Buitrago Casas, Luz M., 2010",3.859444,-71.829444,0,0,0,0,0,0,
"Sitio Arqueológico 1","","Bernal, María Marcela y Lucero Aristizabal Losada, 2010",3.728194,-73.784519,0,0,0,0,0,0,
"Sitio Arqueológico 2","","Bernal, María Marcela y Lucero Aristizabal Losada, 2010",3.850239,-73.805014,0,0,0,0,0,0,
"Sitio Arqueológico 3","","Bernal, María Marcela y Lucero Aristizabal Losada, 2010",3.739358,-73.833075,0,0,0,0,0,0,
"Piedras 1, 2 y 3 Rocas de Sevilla","","Botiva Contreras, Álvaro , 2000",5.002656,-73.918219,0,0,0,0,0,0,
"CC2","","Alarcón Guevara, Jorge A. y Liliana Segura Leal, 1998",5.196944,-72.576111,0,0,0,0,0,0,
"La Cubillera","","Escobar González, Graciela, Pablo Pérez Riaño y Jairo Nieto, 1984",3.29,-73.41,0,0,0,0,0,0,
"Barranco El Terror","","Escobar González, Graciela, Pablo Pérez Riaño y Jairo Nieto, 1984",3.04,-73.14,0,0,0,0,0,0,
"Alto Raudal","","López Cipagauta, Elizabeth , 1993",2.343956,-73.948036,0,0,0,0,0,0,
"Caño Gavilán","","López Cipagauta, Elizabeth , 1993",2.209981,-73.880422,0,0,0,0,0,0,
"finca Aguas Vivas","","Hernández Bacca, Judith, 2008",6.858611,-71.2775,0,0,0,0,0,0,
"Mochuelo","","Giraldo de Puech, María de la Luz, 1976",6.183333,-70.05,0,0,0,0,0,0,
"Bombay","","Giraldo de Puech, María de la Luz, 1976",6.045,-69.659167,0,0,0,0,0,0,
"La Segovia (SA.1)","","Rey Morales, Fabio F., 2009",2.03,-74.648056,0,0,0,0,0,0,
"Las Brisas (SA.2)","","Rey Morales, Fabio F., 2009",2.017222,-74.669167,0,0,0,0,0,0,
"La Ilusión (SA.3)","","Rey Morales, Fabio F., 2009",2.028056,-74.656944,0,0,0,0,0,0,
"La Esperanza (SA.4)","","Rey Morales, Fabio F., 2009",2.085833,-74.631111,0,0,0,0,0,0,
"Predio Ramiro Trujillo (SA.5)","","Rey Morales, Fabio F., 2009",2.049167,-74.6475,0,0,0,0,0,0,
"El Encanto (SA.6)","","Rey Morales, Fabio F., 2009",2.021389,-74.665556,0,0,0,0,0,0,
"La Peñonosa (SA.7)","","Rey Morales, Fabio F., 2009",2.056944,-74.625833,0,0,0,0,0,0,
"Monumento Guayabero","","Romero Picón, Yuri y Regina Chacín Lara, 2002",2.460556,-72.648056,0,0,0,0,0,0,
"Sitio 20: La Sardina","","Herrera Ángel, Leonor, Michael J. Eden, Warwick Bray y Colin McEwan, 1984",-0.631389,-72.263889,0,0,0,0,0,0,
"Villa Azul","","Nieto Gómez, Jairo A., 1988",-0.75,-72,0,0,0,0,0,0,
"El Sabanal","","Useche, Martha J., 2009",5.105725,-72.478156,0,0,0,0,0,0,
"La Portuguesa","","Useche, Martha J., 2009",5.118533,-72.36265,0,0,0,0,0,0,
"La Gallera ","","Restrepo Lotero, John, 2008",7.108333,-73.210883,0,0,0,0,0,0,
"Floreña 2 - Pozo A3","","Calderón, Kenny J., 2009",5.485853,-72.406122,0,0,0,0,0,0,
"Floreña 3 - Pozo A7","","Calderón, Kenny J., 2009",5.48585,-72.405139,0,0,0,0,0,0,
"Floreña 2 - Pozo B2","","Calderón, Kenny J., 2009",5.4856,-72.406114,0,0,0,0,0,0,
"Floreña 1 - Pozo C1","","Calderón, Kenny J., 2009",5.485336,-72.407133,0,0,0,0,0,0,
"Floreña 1 - Pozo C2","","Calderón, Kenny J., 2009",5.485339,-72.407117,0,0,0,0,0,0,
"Floreña 4 - Pozo D3","","Calderón, Kenny J., 2009",5.485339,-72.407133,0,0,0,0,0,0,
"La Muela- UPTC -Zona 2","","Pradilla Rueda, Helena, 1991",5.552814,-73.355375,0,0,0,0,0,0,
"San Nicolás","","Zuluaga Castro, Jorge E., 2009",5.318806,-71.6625,0,0,0,0,0,0,
"La Lucha ","","Zuluaga Castro, Jorge E., 2009",5.388956,-71.621353,0,0,0,0,0,0,
"Villa Nueva","","Rey Morales, Fabio, 2009",4.495322,-72.203894,0,0,0,0,0,0,
"Valparaíso","","Rey Morales, Fabio, 2009",4.650733,-72.181467,0,0,0,0,0,0,
"Villaloba","","Rey Morales, Fabio, 2009",4.656239,-72.174517,0,0,0,0,0,0,
"La Belleza","","Rey Morales, Fabio, 2009",4.658297,-72.160464,0,0,0,0,0,0,
